,ID,AGS,bp,Genomes,reads,GC,GC_bact,AA_CN
200,BMI_Plate61WellG3,6611692.68971,4346522599,657.39936851,2000000,0.6188676889665516,0.6245649430768494,3.5202530295934733
201,BMI_Plate67WellE2,7148113.16149,3339198367,467.1440269,2000000,0.6265135074669554,0.6298122219798017,3.51783245643786
202,BMI_18S_05_0420,7270192.97442,3833344418,527.268592662,2000000,0.6132357885379729,0.6179736356579493,3.5218062105600088
203,BMI_Plate68WellG4,7963134.1755,1712566654,215.061885968,2000000,0.5860182960629098,0.5999168423812704,3.5590487289575297
204,BMI_Plate88WellH6,6614080.69883,2934933076,443.740137086,2000000,0.6803867094045427,0.6841816148925035,3.4815516897600984
205,BMI_Plate41WellD9,7863044.86141,2471502830,314.318800613,2000000,0.6072254999468466,0.6194042350367872,3.544408598277068
206,BMI_Plate19WellC11_mms,7532518.372260001,2125398044,282.163008301,2000000,0.6264401476176534,0.6326429379884786,3.4597159062004534
207,BMI_Plate72WellC3,6678958.91541,3188343363,477.371309418,2000000,0.6724085314293105,0.6745455651132786,3.488472176579064
208,BMI_Plate35WellG6,8074585.960080001,719128004,89.0606660893,2000000,0.551093343344718,0.5822724759699875,3.5545650751153968
209,BMI_Plate35WellF3,7371427.48018,1246659720,169.120529687,2000000,0.6612539071642259,0.6634570698463952,3.4909011912765955
210,BMI_Plate28WellG8,6832041.69788,3200803032,468.498755357,2000000,0.6147219512648002,0.6185569382338315,3.5271400450349883
211,BMI_Plate28WellH7,6280080.86145,1176865425,187.396540103,2000000,0.6462135738405179,0.6522630031054573,3.529801771950764
212,BMI_Plate41WellC8,6136856.18294,4442729001,723.942173087,2000000,0.6579869959909843,0.6709327480576432,3.483533164568154
213,BMI_Plate72WellD2,6710939.29421,3845257981,572.983573897,2000000,0.6324446388472931,0.6447006298407671,3.520197822752805
214,BMI_Plate81WellD2,7783158.76519,2413412012,310.081303081,2000000,0.6195942265607739,0.6232785462391343,3.518157375635513
215,BMI_Plate71WellA11,6826628.88109,3186265357,466.740672813,2000000,0.6270197381304017,0.6295540774133715,3.540487577604024
216,BMI_Plate68WellH3,6488019.43088,2111807845,325.493452586,2000000,0.6858465563973516,0.6920263031825437,3.4798002630350617
218,BMI_Plate88WellC12,7489100.96648,2744245772,366.431936795,2000000,0.6099294721371369,0.6126829220202317,3.5286437155662584
219,BMI_Plate35WellH1,5884249.079969999,538157743,91.4573356237,2000000,0.6756064548309598,0.684316173506014,3.4933114894762443
220,BMI_Plate41WellE11,7866768.8614,887205089,112.77884283,2000000,0.580132534411955,0.5839824541041623,3.549162067529364
221,BMI_18S_05_0470,5764687.48904,3353396471,581.713488784,2000000,0.6766853295671637,0.6845864658121175,3.4918764241398774
222,BMI_Plate41WellA10,6645928.34109,3308857357,497.877375015,2000000,0.6667952542837307,0.6715658140841655,3.5193157684832728
223,BMI_Plate28WellF10,6040807.89935,3080805295,509.998885303,2000000,0.6028584612066197,0.6076877551357841,3.534991105590356
224,BMI_Plate41WellE4,7721849.341089999,2348095840,304.084648156,2000000,0.5824168957321461,0.6317150966444078,3.54069484753046
225,BMI_Plate41WellD1,7504370.33182,7270664447,968.857362511,2000000,0.6242566899631855,0.6338101186997326,3.5366947744008903
226,BMI_Plate81WellC4,5966665.10389,5632389206,943.976091825,2000000,0.6881198328423073,0.6966016987608835,3.447841748664638
227,BMI_Plate35WellF4,6638578.9254,2245812451,338.29716815,2000000,0.6225718543417231,0.6337757293021772,3.5326831609523026
228,BMI_Plate35WellG1,5513965.6951,985146737,178.663922025,2000000,0.6778028439091266,0.6888969791523979,3.4867571358120584
229,BMI_Plate72WellC4,6439905.65508,4239580314,658.329568952,2000000,0.6236260992701872,0.6280388889318754,3.5278140645958502
230,BMI_Plate72WellB1,6743072.05895,2806532909,416.209834993,2000000,0.6550715693471647,0.6577344731628176,3.5104429086689803
231,BMI_Plate42WellB12,6164608.57417,7867040361,1276.16218716,2000000,0.6206985974041941,0.6272600388654237,3.5282224130952917
232,BMI_Plate81WellD5,8381578.37424,2412009299,287.77506948,2000000,0.604814151320411,0.6109364729520399,3.527789126767164
233,BMI_Plate42WellG2,6719976.4375,3143341215,467.760749496,2000000,0.6136660009674025,0.6179397432018859,3.553080167688518
234,BMI_Plate28WellH8,6947676.799060001,1408692275,202.757312371,2000000,0.6260040957906621,0.6357299895285572,3.4945752872345
235,BMI_Plate69WellD11,7074636.62974,2378377250,336.18366207,2000000,0.6118921179627778,0.6150868900167401,3.5186988115291946
236,BMI_Plate35WellH6,7339695.262510001,1808432100,246.390624586,2000000,0.5974260000799854,0.6202989473278299,3.531506603537353
237,BMI_Plate19WellE10_mms,6986142.57598,1488385826,213.048303812,2000000,0.6628689382123064,0.6734113096770009,3.5087292074820784
238,BMI_Plate41WellB2,5843777.52112,4898637059,838.265495443,2000000,0.6779291213928851,0.6888285583802479,3.4686919316576117
239,BMI_Plate41WellC7,5629017.4565,7025365394,1248.06246353,2000000,0.6215185051449504,0.6339486585854149,3.5307485077007064
240,BMI_Plate69WellE12,6834363.5300199995,3266525253,477.956028919,2000000,0.6603852808416678,0.6663503545454672,3.5243327784233403
241,BMI_Plate61WellE5,7882693.67022,3291730860,417.589595348,2000000,0.5938844262553995,0.5999977174909995,3.5647803345633733
242,BMI_Plate41WellD6,7937096.64436,1270614921,160.085605346,2000000,0.597446414507942,0.6105054175185162,3.5309623069309013
243,BMI_Plate41WellE3,7870140.136030001,3116844723,396.034208938,2000000,0.5849600139218831,0.62318261378513,3.537344290956705
244,BMI_Plate88WellA2,5745750.38375,3763639725,655.030148132,2000000,0.6689792281091171,0.6747218506171928,3.4910088549722302
245,BMI_Plate71WellG1,5207231.0662,1949500166,374.383264583,2000000,0.6368902990953882,0.6568635555536392,3.5143649345206005
246,BMI_Plate42WellH5,6650707.077740001,2922707897,439.458220432,2000000,0.6139586899211503,0.6183040384108771,3.5272337986069036
247,BMI_Plate28WellG7,6604367.75499,2713251410,410.826821076,2000000,0.6061268774406742,0.613270336896082,3.5530420695845737
248,BMI_Plate68WellH5,6691063.65037,4358812940,651.43797276,2000000,0.6561021708036523,0.6606988278623851,3.52026618153171
249,BMI_Plate41WellC6,6062480.65351,5977331451,985.9547259,2000000,0.6284048307143864,0.6552564185156916,3.511609865691775
250,BMI_Plate28WellH9,7425005.43228,1451137188,195.439208932,2000000,0.5912857421372297,0.6105362629146518,3.5034291129437647
251,BMI_Plate28WellG6,6286969.56654,2901182920,461.459672947,2000000,0.607538207241696,0.6131973180897247,3.5218100465012108
252,BMI_Plate19WellF3_mms,6734102.95427,2002205674,297.323294223,2000000,0.6409955372533813,0.649954900380004,3.5574491100161074
253,BMI_Plate41WellE2,7809683.169419999,2241667053,287.036875168,2000000,0.5634663467576395,0.5849222510812778,3.5543804484045376
254,BMI_Plate41WellD7,7433215.9211800005,1999330388,268.972462149,2000000,0.5958824876358988,0.6365888937749478,3.5493212252729034
255,BMI_Plate42WellA7,7251991.40921,5827277483,803.541696919,2000000,0.6501341149472876,0.6537154018649776,3.4868758375389306
256,BMI_Plate42WellF12,7526063.42923,3421083816,454.564839663,2000000,0.6012799578741284,0.6095892917297273,3.553571036017935
257,BMI_Plate35WellF5,7033665.475380001,1662303639,236.335328261,2000000,0.6031205954532387,0.6131139655184091,3.5401813317937183
258,BMI_Plate42WellC10,6053418.08886,4656348996,769.209879055,2000000,0.6280520297207718,0.6323793903882429,3.5466490382598863
259,BMI_18S_05_0462,6989994.23888,3320408059,475.023003672,2000000,0.5904801298378756,0.596439180804089,3.568792008113978
260,BMI_Plate81WellE12,6664602.52433,3930400292,589.742640713,2000000,0.598153575996365,0.6131875523311319,3.5477976356326737
261,BMI_Plate28WellH1,7029832.88245,1340978386,190.755371916,2000000,0.5924927810306287,0.6143946579172043,3.5056962293908733
262,BMI_Plate42WellG3,6727042.82785,3196041974,475.103556762,2000000,0.6136681647708814,0.6174423642303729,3.557607394891727
263,BMI_Plate19WellG3_mms,6931666.307289999,1509140369,217.716823358,2000000,0.628027953494666,0.6302158362694524,3.5373411855217256
264,BMI_Plate81WellD11,7538279.18673,1999138590,265.198268793,2000000,0.5867170358522446,0.6292989053730264,3.551929666955365
266,BMI_Plate72WellE1,6201128.1116,2378337085,383.532970485,2000000,0.673085982458961,0.6764169633039119,3.5009635610423064
267,BMI_Plate81WellE1,8196551.608630001,4554444581,555.653742996,2000000,0.6124140673596005,0.6481956802414528,3.5291371704817545
268,BMI_Plate41WellE10,7603658.67027,1291695673,169.878176943,2000000,0.6023933785311585,0.6198667563182527,3.5322372925165206
269,BMI_Plate41WellC1,6002561.055919999,4300234268,716.39992129,2000000,0.6292019328881141,0.6427576434923786,3.492402403744608
270,BMI_Plate88WellG12,7749908.7537899995,1985266808,256.166475125,2000000,0.6214031741466053,0.6291113107733748,3.511481813727679
271,BMI_Plate88WellF5,5940159.9921699995,2543403864,428.170936027,2000000,0.6370628808447167,0.6422868338998031,3.5351765642145745
272,BMI_Plate19WellD3_mms,7058250.07508,2027096019,287.195267586,2000000,0.642217509498077,0.6443521366074967,3.4827334760521604
273,BMI_Plate28WellG12,6497692.6675,1775532017,273.255770603,2000000,0.5929804567297355,0.5969013110486704,3.5406156191941744
274,BMI_Plate41WellE5,7595049.4030100005,1394611059,183.621064854,2000000,0.5817357130466629,0.5937401390112694,3.5433241361947245
275,BMI_Plate42WellA8,6951645.681860001,6176996323,888.566046903,2000000,0.6112275623372025,0.6202796369763458,3.5337991396923614
276,BMI_Plate28WellF11,6258440.0523,3067898174,490.201735315,2000000,0.615128823193974,0.6203049637304453,3.528163622269332
277,BMI_Plate28WellG1,6424735.569130001,1912176888,297.62732916,2000000,0.5585622558241817,0.5816899571559424,3.5837270567511843
278,BMI_Plate19WellC12_mms,7374512.58197,1971028430,267.275756613,2000000,0.582868933178865,0.6072692373584175,3.4905660411874906
279,BMI_Plate28WellG9,6670302.02921,1644763375,246.580045071,2000000,0.6220674237756612,0.6316513010950968,3.5379810689639752
280,Plate42WellC12,6874269.77293,2417853163,351.725091227,2000000,0.6114998906088275,0.6151937198013486,3.5205700184318234
281,BMI_Plate19WellE3_mms,6872743.67314,2469791963,359.360406914,2000000,0.7182250381686134,0.7180457553022768,3.418002951290504
282,BMI_Plate35WellF2,5873879.795390001,249152091,42.4169543264,1274468,0.6787163543257585,0.6835333710648358,3.5074399076470804
283,BMI_Plate72WellC2,6597063.43289,3436414373,520.900611001,2000000,0.5980775760343855,0.638848325757254,3.5250134143557736
284,BMI_Plate88WellH7,6854516.7664,3506461406,511.55486601,2000000,0.6583071872636367,0.6597775385238072,3.4896609322079235
285,BMI_Plate41WellD8,8285129.46969,2601906559,314.045371109,2000000,0.5895856113813349,0.5993955511502774,3.549450068502748
286,BMI_Plate68WellG5,6930519.60975,2327818374,335.879343119,2000000,0.6574436505798684,0.6630858754646859,3.511535731596461
287,BMI_Plate81WellE6,6052895.95787,4290525961,708.838544535,2000000,0.6150132964167799,0.6198466181638153,3.531845119495704
288,BMI_Plate72WellD3,6846569.6998,3794212926,554.177214629,2000000,0.6419471577530977,0.6493563266280038,3.510896426806372
289,BMI_Plate3WellH4_mms,7026470.77063,3494230196,497.295201256,2000000,0.6460510790576038,0.6557679762307669,3.5230708925383736
290,BMI_Plate3WellH4_mms,7026470.77063,3494230196,497.295201256,2000000,0.6460510790576038,0.6557679762307669,3.5230708925383736
291,BMI_Plate41WellC9,6074652.67571,4281351025,704.789434648,2000000,0.6325331311280366,0.6405751805560511,3.5145637813247643
292,BMI_Plate42WellG4,5591580.89338,4916695546,879.303302546,2000000,0.6547264833113839,0.6710030312761774,3.4964307960875103
293,BMI_Plate28WellH6,7131158.47947,1136748051,159.405804018,2000000,0.616434743879241,0.6205646097956351,3.4338983613693284
294,BMI_Plate71WellD12,5312691.69428,5566157991,1047.70958138,2000000,0.6735518052114293,0.6827697922305189,3.480135389967161
295,BMI_Plate42WellH10,7782816.33873,3159733016,405.988382416,2000000,0.5998493562532322,0.6046464391640219,3.5246155707783964
296,BMI_Plate3WellH9_mms,6331192.01185,1717952222,271.347357462,2000000,0.6850301100631409,0.6934411754386637,3.499252938937474
297,BMI_Plate8WellE10_mms,5239731.13591,1596993488,304.785388139,2000000,0.579413517910148,0.5928000357400838,3.4633870287804687
298,BMI_Plate1WellC10_mms,7243007.27811,4416887129,609.813984635,2000000,0.6283064995234097,0.6303582709525717,3.5385058610681703
299,BMI_Plate28WellG3,6060519.010480001,3244214773,535.303126249,2000000,0.6360671802868079,0.6457110158663916,3.5320590393052225
300,BMI_Plate61WellE11,6872179.85397,2909132499,423.320192547,2000000,0.6258764058475224,0.6280497967210881,3.520345053620144
301,BMI_Plate28WellF6,6432000.301580001,3597956024,559.383683971,2000000,0.6150183744403749,0.6192322607972336,3.5287626778387065
302,BMI_Plate42WellH1,5453465.16019,3002311709,550.53284853,2000000,0.6417309774703518,0.6628944243603481,3.5084988327275712
303,BMI_Plate61WellD12,6748437.52319,3149262668,466.665455104,2000000,0.6171128550242151,0.6187353984755207,3.5496224165615557
304,BMI_Plate41WellD2,7473644.46142,5714447595,764.613251874,2000000,0.6057714678761573,0.6094183817178783,3.531038556538832
305,BMI_Plate41WellE7,8148968.23504,2324723721,285.278289711,2000000,0.5653972644915883,0.6104058223765341,3.5739737726836465
306,BMI_Plate28WellG10,6419043.59673,1685763170,262.619056032,2000000,0.6162578754133216,0.6249674456586987,3.525854924977513
307,BMI_Plate19WellA10_mms,5886839.49284,827342906,140.541101385,2000000,0.7108065919986599,0.7103730942781454,3.463036954198116
308,BMI_Plate41WellD11,8281880.76601,956106751,115.445606863,2000000,0.5789678961448064,0.6122011500876492,3.5599212014941064
309,BMI_Plate19WellD5_mms,7934530.76565,2244141037,282.832230825,2000000,0.647364939978324,0.6582443450538306,3.4733670528955067
310,BMI_Plate35WellH2,5891665.8061,717111534,121.716261173,2000000,0.6979070505284982,0.7015510934570072,3.4974762761994933
311,BMI_Plate41WellC3,5697813.46399,6000907859,1053.19486096,2000000,0.6167512655353063,0.6253499356832886,3.5272251707564624
312,BMI_Plate41WellE12,7620582.4847800005,1953085814,256.290883,2000000,0.5919861793549837,0.6020633913315272,3.5493950299219543
313,BMI_18S_05_0466,6520264.04964,2696239886,413.516978066,2000000,0.6510901039396366,0.677213889679943,3.5069175117548017
314,BMI_Plate28WellH4,6758424.3277900005,1010840711,149.567511889,2000000,0.6326738833861235,0.6364616402608573,3.464748329737245
315,BMI_Plate72WellE4,6826212.99039,5628061865,824.47791666,2000000,0.6273960791226019,0.6318877746705319,3.534890922346833
316,BMI_Plate72WellD1,6421333.89953,4464526081,695.264590014,2000000,0.6540729581796088,0.6597415336673342,3.49950405786076
317,BMI_Plate81WellE4,6797968.55074,2919125999,429.411518634,2000000,0.6130778304458212,0.6261796496147547,3.540554772648522
318,BMI_Plate81WellD1,8267747.89674,2134469664,258.168208641,2000000,0.6078709720810275,0.6319853302328516,3.5328194046042585
319,BMI_Plate19WellC6_mms,8671236.016460001,1954604423,225.412434778,2000000,0.6241939457200302,0.6294317389240289,3.4731845838997937
321,BMI_Plate88WellH5,6239134.51465,2545105635,407.926071962,2000000,0.6284696125633789,0.6317817221782465,3.536162502286495
322,BMI_Plate81WellB5,6637094.502859999,6006680244,905.016531166,2000000,0.6512047824349182,0.6645479942007634,3.5025351880016995
323,BMI_Plate1WellC5_mms,7366102.641710001,1875661634,254.634197381,2000000,0.619376141943815,0.6340761045929456,3.544178719987636
324,BMI_Plate35WellG5,7163177.441819999,1716651986,239.649513075,2000000,0.584646918605661,0.6154404188559284,3.521467118376413
325,BMI_Plate42WellH9,7692619.61113,2901087245,377.126049597,2000000,0.6003830742806713,0.6042853436776457,3.514667303920753
326,BMI_18S_05_0405,6968379.12455,3855231001,553.246448291,2000000,0.6368148799341846,0.6404983522958517,3.534285089657365
327,BMI_Plate19WellF5_mms,6450598.22061,2233152237,346.193044525,2000000,0.6530523250121991,0.6564593595759677,3.5446312080312508
328,BMI_Plate41WellD5,6880833.70042,3229512986,469.349082772,2000000,0.657814834065207,0.6655107107646956,3.530096564062358
329,BMI_Plate28WellG4,7020394.15905,3052692045,434.832001714,2000000,0.6087990594945942,0.6114963266658303,3.5255322775684483
331,BMI_Plate41WellC4,5945409.06691,4341380364,730.207175846,2000000,0.6492273354903616,0.6602837292961248,3.49610539977642
332,BMI_Plate41WellB1,5683632.66051,4445079791,782.084285967,2000000,0.6918929895054633,0.6970435881758091,3.461181293103732
333,BMI_Plate35WellH5,6733317.04896,1805566584,268.154101592,2000000,0.670055568888114,0.6711243709769025,3.526658315555681
334,BMI_Plate19WellB11_mms,7285459.96924,1061336841,145.678769149,2000000,0.6127828351561061,0.6144987612529486,3.4196431371889933
335,BMI_Plate69WellD12,7401373.94201,3799780300,513.38850459,2000000,0.6212132586369002,0.6290022386174032,3.5392299557859506
336,BMI_Plate69WellF1,7718897.86384,2381912672,308.5819652,2000000,0.6148853698684528,0.6367324399403014,3.53281949870846
337,BMI_Plate28WellH11,7271001.983839999,1382449694,190.131937396,2000000,0.5811788252052532,0.595884308554749,3.5258561888867264
338,BMI_Plate69WellE11,7614907.41208,4302951961,565.069504873,2000000,0.6232327750957544,0.6274520000458621,3.5407048757662127
339,BMI_Plate81WellD6,7537760.42082,6482824678,860.046527891,2000000,0.6294616805695703,0.6411138739990087,3.5358390344477635
340,BMI_Plate42WellG1,7386790.5696600005,2829677199,383.072617575,2000000,0.6158413798145832,0.6200646163317499,3.5492158176715973
341,BMI_18S_05_0460,7143954.968119999,3995492080,559.28293191,2000000,0.5934893504839198,0.5994886180992444,3.5673551309833846
343,BMI_18S_05_0469,5672045.15149,5221116070,920.499736964,2000000,0.6813816063394724,0.6929251111354757,3.4704166288596308
344,BMI_Plate28WellH3,6979409.406169999,1450197580,207.782277211,2000000,0.6363202777406639,0.6414771732168715,3.5294859378725287
345,BMI_Plate42WellC12,6874269.77293,2417853163,351.725091227,2000000,0.611504297390966,0.6152038016722094,3.5205759529583265
346,BMI_Plate28WellF9,5987634.9836099995,2098860469,350.532468119,2000000,0.6010077407062745,0.6059968696513399,3.5640228113073724
347,BMI_Plate35WellG2,5962833.34623,1313631486,220.303236687,2000000,0.7085805369340894,0.7120913633432474,3.4682117459429134
348,BMI_Plate41WellE8,8104321.7981199995,1443421776,178.105190287,2000000,0.6304285452822015,0.6615059996156479,3.5296116303169915
349,BMI_Plate68WellF5,6399664.15443,3549844421,554.692298742,2000000,0.6434220287930005,0.6459391819214408,3.5341260480534658
350,BMI_Plate28WellH2,7647514.9961,1300708710,170.082531471,2000000,0.6361976787486859,0.6500966816867565,3.5030628134354003
351,BMI_Plate41WellB8,6452580.62899,4001117544,620.080208843,2000000,0.6874655588860472,0.6943697068108384,3.449864101290428
352,BMI_Plate72WellE2,7025269.57494,5116311326,728.272598144,2000000,0.6278700323057512,0.634901113401424,3.517538877976372
353,BMI_18S_05_0419,6559783.66514,3283919546,500.614000954,2000000,0.6893566935973869,0.6932815516624099,3.4812668090592687
354,BMI_Plate88WellH3,6071419.9865,2238298444,368.661441471,2000000,0.6354169296499098,0.6397003851709252,3.527202445700861
355,BMI_Plate41WellE9,8196588.53538,1596844844,194.818226767,2000000,0.5679332110669569,0.6310815326733689,3.54574699401233
356,BMI_Plate42WellB10,6840006.24374,4005979791,585.669025473,2000000,0.6326291085675284,0.6364434790557514,3.5020964922732865
357,BMI_Plate72WellB3,6868710.16606,3120293058,454.276419089,2000000,0.6325722957018804,0.6367122118431375,3.525380495898581
358,BMI_Plate35WellF6,6778262.36101,122152047,18.0211447262,560344,0.6109577696316367,0.6244927706687421,3.516812606557054
359,BMI_Plate35WellG3,7256899.59522,2346032276,323.283000573,2000000,0.6589119545713775,0.6631134840262551,3.49868924533797
360,BMI_Plate81WellC6,6239472.34462,3982854868,638.332001172,2000000,0.7016498122320562,0.7030348416020136,3.4524847053408414
361,BMI_Plate42WellG12,5695039.4548,2730524622,479.456664641,2000000,0.6479654738237984,0.6648351937164126,3.5070536784539588
362,BMI_Plate28WellF8,6432555.22536,2476473785,384.990676059,2000000,0.6316688146365854,0.6412421331576964,3.5222791107195905
363,BMI_Plate10WellA3_mms,6341956.85245,2200972085,347.049362872,2000000,0.7079794333634182,0.7076050239915557,3.4522339818135053
364,BMI_Plate28WellG5,7206580.23388,3039547245,421.773871428,2000000,0.6163438528314598,0.6242451790337781,3.524208167917551
365,BMI_Plate41WellD4,7029587.64733,904041306,128.605168803,2000000,0.6230738905794202,0.6405541737989292,3.527810766294927
366,BMI_Plate41WellE1,8067331.11013,1670521716,207.072412573,2000000,0.5565109798773227,0.6108691230303583,3.557137180264674
367,BMI_Plate28WellH10,7417600.19542,2247988866,303.061476323,2000000,0.5723218661660919,0.5910906554405837,3.5352007983260627
368,BMI_Plate69WellA11,5300441.3893,4781268371,902.050984027,2000000,0.6528667478154462,0.6609304555902559,3.4997414284890134
369,BMI_Plate41WellC5,6505683.92332,6300371514,968.441072185,2000000,0.6300433509767599,0.6465911569975908,3.542641182073061
370,BMI_Plate35WellH4,7451861.00318,1694284451,227.363936375,2000000,0.5818835791906993,0.5972253580075612,3.5437552460504564
371,BMI_Plate67WellA2,6982045.6931,3932430644,563.220410873,2000000,0.6155499329290044,0.6203474300876506,3.5481533188100602
372,BMI_Plate19WellB12_mms,7465836.1799800005,972517300,130.262341224,2000000,0.6153437179906044,0.6194378409289278,3.454728353231517
373,BMI_Plate81WellE5,7583216.79455,2568974659,338.771095249,2000000,0.5780711467433696,0.6035888754584754,3.5583838209321588
374,BMI_Plate28WellH5,7079323.8360399995,1260546680,178.060321747,2000000,0.6289080510042778,0.6340335875608978,3.489939925988859
375,BMI_Plate19WellC8_mms,7849332.798839999,2681986040,341.683313567,2000000,0.6080836520113706,0.6111215909763513,3.518599953250113
376,BMI_Plate35WellG4,7593976.245569999,2902748597,382.243570842,2000000,0.5895224245823001,0.5975378340826295,3.55650696005118
377,BMI_Plate35WellF1,5898037.54321,863410060,146.389380141,2000000,0.7027625997663262,0.7078438510980231,3.4441090947281348
378,BMI_Plate72WellC1,6447242.88605,3675161123,570.036089528,2000000,0.6446037150175608,0.6492962735044391,3.5128629007366325
379,BMI_Plate42WellH8,7458546.3442,4134485099,554.328539128,2000000,0.6000724212511142,0.6068777249653813,3.5294755774736744
380,BMI_Plate19WellC5_mms,7062730.334139999,2112821452,299.150803165,2000000,0.5874053199633996,0.6018936341194696,3.5019040604535516
381,BMI_Plate42WellA3,6247790.97044,6013786145,962.545990007,2000000,0.6034060739818885,0.6199476643881494,3.546238376059304
382,BMI_Plate28WellG11,6707055.035180001,1371685065,204.513763165,2000000,0.6003965510730614,0.6185106589692612,3.5247827098243527
383,BMI_Plate20WellB1,6342902.84905,2718276741,428.55405572,2000000,0.6239372094758356,0.6334903722990805,3.5257023579497786
384,BMI_Plate67WellF4,6251550.45266,2612123791,417.836152932,2000000,0.6164669257699866,0.6185211024059593,3.535399329888582
385,BMI_Plate41WellE6,8148539.93282,1551768353,190.435141239,2000000,0.6018950854640047,0.6292420436673705,3.5251019295276973
386,BMI_Plate41WellD3,7838568.5567,5907070755,753.590494523,2000000,0.6309032994235715,0.6362456947369989,3.509223777862228
387,BMI_Plate28WellF12,5912580.234619999,3181950448,538.166134198,2000000,0.6124146214021913,0.6169911390349907,3.5553286414325287
388,BMI_Plate28WellF7,6243189.82345,2819848213,451.667864143,2000000,0.5921719428377771,0.6024270026309027,3.5644880572147137
389,BMI_Plate28WellG2,6511088.85442,4407500572,676.92219697,2000000,0.6428788722043274,0.6492553993054654,3.5232192885269265
390,BMI_18S_05_0467,6100854.92737,5090232703,834.347442056,2000000,0.6729037395874348,0.6804839615470663,3.487116491056
391,BMI_Plate88WellF12,8201316.98557,2245181936,273.758707284,2000000,0.6403128170607408,0.6444376889621949,3.5061386733062605
392,BMI_Plate61WellB1,6927077.28347,4421444209,638.284232738,2000000,0.6244935387462406,0.6320021978905485,3.538595915936356
393,BMI_Plate35WellH3,7202984.34888,967073684,134.26013957,2000000,0.6644294992846946,0.6867553433957784,3.500354158857668
394,BMI_Plate41WellC2,5972941.03317,8017468147,1342.29822502,2000000,0.6405634468375441,0.6527381847769173,3.5130316498345664
395,BMI_Plate41WellB7,5740209.15808,3889599213,677.605833844,2000000,0.6977243553432968,0.7029043707960162,3.448340127845581
396,BMI_Plate19WellB5_mms,8188647.918039999,1567855896,191.467005505,2000000,0.6313640157907806,0.653429163034172,3.4871344568725213
397,BMI_Plate88WellG3,6358245.94996,1784753779,280.699078495,2000000,0.6378294401853504,0.6453964950341512,3.543237289257734
398,BMI_Plate41WellD10,7403368.617769999,568439637,76.7812149236,2000000,0.5881576129211379,0.5925152051288533,3.5314920596483392
