"","soilID","AGS_marker","GC_marker","Coding_density_marker","num_taxa_marker"
"1","ABBY_006-M",5956481.04660653,0.634750584787006,0.874744597450448,193
"2","ABBY_006-O",6332661.97207799,0.635926892300293,0.874329401176802,237.333333333333
"3","ABBY_061-M",6162363.78554539,0.635883382558644,0.874205940965399,200.666666666667
"4","ABBY_062-M",6135239.22054824,0.638863955580575,0.874928172259113,177
"5","ABBY_063-M",6397811.47593524,0.641251688192832,0.873819627452511,156.4
"6","BARR_002-O",5725453.31647254,0.642432237234023,0.87992942997842,97
"7","BART_001-O",6194156.75822996,0.629715452414146,0.871735259965214,95.6
"8","BART_004-O",6343688.38590092,0.632356244648031,0.872278021926408,156
"9","BART_023-O",6311875.76752099,0.632501176182598,0.872319359651643,154.8
"10","BLAN_001-M",5365353.34667466,0.609363322387004,0.877185561084166,138.8
"11","BLAN_002-M",5319144.12591141,0.621940624027056,0.879966463539953,116.75
"12","BLAN_003-M",5901218.2830145,0.627491815096922,0.876363500964291,111
"13","BLAN_004-M",5371597.77838492,0.61522391797833,0.877943385172249,136.2
"14","BLAN_005-M",5662805.46859877,0.625146931703017,0.877158491853865,182
"15","BLAN_007-M",5114780.60746302,0.632556170899182,0.877378290950074,112.8
"16","BLAN_031-M",4851143.29411462,0.618076107995487,0.881640738379902,140.25
"17","BLAN_032-M",5493494.7205857,0.618518614646823,0.881155243032093,218
"18","BLAN_033-M",5383818.42584248,0.61983541525732,0.880139029209046,136
"19","BLAN_038-M",5201321.85128962,0.617835319014773,0.881345430222565,127
"20","BONA_006-O",6172016.15661875,0.61535611191123,0.876178967147848,156
"21","BONA_013-O",6213379.06313037,0.604718026050614,0.874147456498405,128
"22","BONA_071-O",6177399.05327144,0.624650572196903,0.873287890916423,192
"23","CLBJ_031-M",6143063.94116002,0.637752660755732,0.878052196434985,183.6
"24","CLBJ_032-M",6154356.60754708,0.633302469568755,0.878131793600087,95.75
"25","CLBJ_033-M",5678561.29989062,0.616103161811535,0.874342366405637,190
"26","CLBJ_033-O",5795198.3140873,0.61443344965852,0.879218028331038,308
"27","CLBJ_034-M",5046686.79554706,0.610460087479619,0.878203678775722,141.75
"28","CLBJ_034-O",5924348.22896552,0.630136147270361,0.87786406664584,234
"29","CLBJ_038-M",5984928.39700787,0.634322769224355,0.878300788159088,143.666666666667
"30","CLBJ_038-O",5077555.62195655,0.612495862638648,0.886214040718337,184
"31","CPER_001-M",5571563.00566159,0.634407286640136,0.882593175449558,132.5
"32","CPER_002-M",5701528.73184893,0.617321942757762,0.879028527862133,92.8
"33","CPER_003-M",5699117.22293773,0.618816051826901,0.876259139377625,128.25
"34","CPER_004-M",5851010.77460305,0.63725409325212,0.882124330878415,126.8
"35","CPER_005-M",5576990.50409812,0.632561200221349,0.881354949562005,177
"36","CPER_006-M",5922819.52836045,0.636568225236376,0.879877993309002,143
"37","CPER_045-M",6257373.36554558,0.642799114898046,0.87667969437725,173.6
"38","CPER_047-M",5756557.81231958,0.655608139752345,0.876540461033421,122
"39","CPER_048-M",6174694.44029344,0.635209152769098,0.877328252955535,159.6
"40","DEJU_002-M",5473214.87744593,0.624818968274401,0.885967581780634,87
"41","DEJU_002-O",5823746.58722834,0.619667336428772,0.879834785270849,109.25
"42","DEJU_006-M",6220959.78793288,0.630934761204431,0.873188026898804,83
"43","DEJU_006-O",6484663.99490883,0.628843654788438,0.872456348113295,106
"44","DEJU_014-O",6046217.87759647,0.619753891123542,0.877132238412992,127.75
"45","DEJU_015-M",5618927.39517785,0.618844152481446,0.876464982102679,88.5
"46","DEJU_015-O",6247474.30312829,0.626784703644794,0.871051415269449,87.3333333333333
"47","DEJU_046-M",5849007.39649343,0.628237997212679,0.875525555151875,210
"48","DEJU_046-O",6080233.12842877,0.611788506524606,0.872946314424456,288
"49","DEJU_047-M",5215602.69360484,0.616611854110684,0.879728973046505,147
"50","DEJU_047-O",5968719.32160619,0.612543741456273,0.873346236537046,164
"51","DEJU_048-M",6138881.59067358,0.624163719785613,0.872307844636295,81
"52","DEJU_048-O",6181600.29210923,0.621706505681091,0.874542985334464,129.666666666667
"53","DELA_003-M",6084849.93076367,0.641209571767017,0.878402330065288,162
"54","DELA_004-M",6132644.14130504,0.640353111102107,0.875651518046478,120.5
"55","DELA_005-M",5384745.53246854,0.61611480839245,0.877593555190345,117.5
"56","DELA_014-M",5318682.33815948,0.621164046419787,0.878068441537403,111
"57","DELA_037-M",6149881.83540199,0.634999394091724,0.873646310774177,94.75
"58","DELA_041-M",5803039.7982787,0.634239970370828,0.874089467202312,83
"59","DSNY_001-M",6697232.61826865,0.660364829908371,0.870840179695068,185.6
"60","DSNY_003-M",6676370.63646135,0.651602386612375,0.867694438451732,169.75
"61","DSNY_003-O",6926080.81731402,0.647118435280828,0.868692373930706,85
"62","DSNY_004-M",6512294.64159324,0.647370580251905,0.870326713017364,280.666666666667
"63","DSNY_004-O",5886768.11688711,0.634078377743774,0.874275092999544,92.5
"64","DSNY_005-M",5827824.95463523,0.636632789304121,0.87612802868669,104
"65","DSNY_043-M",6336798.14624633,0.651627143444389,0.873657297759441,102.6
"66","GRSM_001-O",6346686.68593345,0.632838333623632,0.87649655805287,94.8
"67","GRSM_002-O",6796638.38442352,0.649135083211186,0.873213207786003,96.5
"68","GRSM_003-O",6560606.44415621,0.638765852276678,0.872499922412802,96.5
"69","GRSM_006-O",6589328.63579157,0.63429444905459,0.87257438717458,119.6
"70","GRSM_007-O",6458517.42979426,0.636499025754012,0.874841861163411,126.8
"71","GRSM_016-O",6096566.01801998,0.634928327904683,0.872245773311245,115
"72","GRSM_055-O",5487353.39885998,0.642365916573701,0.879878396575894,216.2
"73","GRSM_058-O",5788318.29368534,0.641172240971069,0.878054335692902,105
"74","GRSM_059-O",6610479.69023706,0.631937351235823,0.872360096191795,151.25
"75","GRSM_060-O",6571558.92996183,0.628714154364715,0.87341813927829,197.25
"76","GUAN_001-M",4451315.50434342,0.60549918204439,0.880617003919341,107.4
"77","GUAN_002-M",4792336.30477264,0.623119827005449,0.881717256818821,119.6
"78","GUAN_003-M",4836460.35776428,0.618510447593624,0.880720137989663,130.4
"79","GUAN_004-M",4879931.12990019,0.606195234912627,0.878270444783741,125.8
"80","GUAN_006-M",5017765.34105713,0.631739022028488,0.88061530022285,75.6
"81","GUAN_007-M",4631180.07589316,0.616839456456088,0.881054120197893,185.75
"82","GUAN_049-M",4826189.84373215,0.628967621908378,0.880148309063955,97.4
"83","HARV_001-O",6292429.69500493,0.629934032024209,0.872855452052411,118.2
"84","HARV_002-O",6255617.1558908,0.63253638467252,0.874569120641482,151.4
"85","HARV_004-O",6447153.02981771,0.636972844137096,0.87314229109908,124.4
"86","HARV_013-O",6609249.39459127,0.63689370361695,0.872357838217213,107.4
"87","HARV_033-M",6252627.86807095,0.625333246653383,0.873510089941866,132
"88","HARV_033-O",6265768.94713455,0.627156313288265,0.872169620118089,144.25
"89","HARV_034-M",5660655.50511087,0.625031088476385,0.873606059497394,142
"90","HARV_034-O",6200625.78354815,0.626818632396506,0.8715289802003,149.5
"91","HARV_035-M",5843661.87281487,0.620274107340769,0.873396293673479,143
"92","HARV_035-O",5745522.21988348,0.626646942326339,0.873618067035993,76.5
"93","HARV_037-O",6164101.37504314,0.628077313699834,0.873348055076025,147.8
"94","HEAL_004-O",5537650.63013952,0.621590344508509,0.879518294460348,98.3333333333333
"95","HEAL_025-O",6141456.08051565,0.632526463664785,0.877317419984852,142.666666666667
"96","HEAL_047-O",6073523.56451405,0.634271518671788,0.874319749837548,130.5
"97","HEAL_048-O",6124747.5607638,0.645688739537389,0.880718246790716,141.333333333333
"98","JERC_001-M",6479469.19010262,0.644163992278696,0.874469425149047,105.5
"99","JERC_002-M",6880658.00520484,0.644963541942159,0.872379655127246,274.8
"100","JERC_003-M",6323712.46947382,0.645536674311839,0.873981750150488,279.666666666667
"101","JERC_006-M",6689613.83838151,0.636694776555006,0.871391018276139,95.4
"102","JERC_047-M",6588100.50560908,0.649311389853445,0.875225953588704,113.75
"103","JERC_048-M",6677318.00858036,0.637233167644816,0.872604802627469,222
"104","JERC_049-M",6408480.72406443,0.633983764431018,0.874421646203386,80
"105","JERC_050-M",6305112.97405578,0.633698233622459,0.873596145915257,152.4
"106","JORN_004-M",5987315.8854385,0.620495034503197,0.874302978298751,100.6
"107","JORN_005-M",5830258.93002464,0.635801601763018,0.877818718617904,100.4
"108","JORN_006-M",5991306.9241641,0.635097906481922,0.878011402775651,97.6666666666667
"109","JORN_042-M",6009467.3105948,0.634584284938536,0.879334306530318,136
"110","JORN_047-M",6221638.32679976,0.637150220616584,0.880032987169464,105.75
"111","KONA_001-M",5950085.87666182,0.629898137011686,0.8776302055321,188
"112","KONA_002-M",5698270.61822243,0.605393057301128,0.872454457702214,101.25
"113","KONA_003-M",5855386.31249429,0.634538652118084,0.88041380376625,136
"114","KONZ_001-M",5739589.02779756,0.635370880700397,0.878811180847635,127.5
"115","KONZ_002-M",4728870.79154191,0.612633921592687,0.881308069573334,133.2
"116","KONZ_003-M",5559865.75541904,0.633668424244029,0.880438462888527,189
"117","KONZ_004-M",4682213.42699419,0.61558310288611,0.878656784155818,147
"118","KONZ_005-M",5892216.37006203,0.626445986299453,0.87716858708799,145.4
"119","KONZ_024-M",4961652.51961671,0.618108268466303,0.877116131531673,134
"120","KONZ_043-M",5748750.96138369,0.630154624448955,0.877074624794492,149
"121","KONZ_045-M",5051303.96385116,0.61384705981553,0.879289472601368,141.4
"122","LAJA_001-M",5451034.83127879,0.612389689653233,0.880264801028048,97.2
"123","LAJA_002-M",5894691.66665098,0.623485298996113,0.878327794772083,90.25
"124","LAJA_003-M",4760405.59212645,0.606913141243739,0.881091388438618,92
"125","LAJA_046-M",5008590.45575222,0.607234113496943,0.875202929640942,175
"126","LAJA_051-M",4782699.4834961,0.590033035168743,0.875067893462916,86.8
"127","LENO_001-M",6169581.26080898,0.631595489453074,0.870891238760367,86.75
"128","LENO_003-M",6153736.47810368,0.644319380624101,0.875072577122592,121.6
"129","LENO_004-M",6204113.76092277,0.644470012388947,0.872994305077273,69.5
"130","LENO_005-M",5519316.71510503,0.62686602400243,0.875656824565346,92
"131","LENO_006-M",5772930.85310228,0.634829943007196,0.874171545560671,90
"132","LENO_061-M",6098282.93334987,0.63280076075608,0.87432756730107,113.6
"133","LENO_062-M",6070560.52187307,0.643435984330937,0.874778530336509,79.6
"134","LENO_063-M",5886080.51971022,0.627768934384311,0.876090232884979,105
"135","MLBS_001-M",5992960.91844231,0.64859012794,0.87527743531912,131.5
"136","MLBS_001-O",6019170.01309371,0.624628375902572,0.877872417149181,85
"137","MLBS_005-M",6049851.18766999,0.633906476508973,0.872653486485883,106
"138","MLBS_005-O",6357540.32023576,0.631919972335938,0.870948428620518,65
"139","MOAB_001-M",5846551.27022478,0.620600675730869,0.874599071707307,195.666666666667
"140","MOAB_003-M",5790844.00988367,0.619755194051352,0.877600542822698,179.25
"141","MOAB_046-M",5836224.28180173,0.629540639577036,0.879930543290466,118.5
"142","MOAB_047-M",5958348.55747808,0.612248608102233,0.872525931552143,71
"143","NIWO_002-M",6225013.72071215,0.614578083634027,0.871547224007897,137
"144","NIWO_002-O",6324768.890968,0.628614859953209,0.875021532539193,166.5
"145","NIWO_004-M",6039584.81990257,0.609701030632957,0.871840259007773,140
"146","NIWO_004-O",6248174.0712046,0.627246656894166,0.873303815376951,246.5
"147","NIWO_005-M",5913454.37699001,0.617879331655711,0.874094893691603,149
"148","NIWO_005-O",5808587.49758939,0.607841249845511,0.879835375541502,268.5
"149","NIWO_006-M",6346504.4273042,0.649973319482933,0.880383938883451,161.666666666667
"150","NIWO_006-O",5661365.88281992,0.639417258716924,0.883116500663524,81
"151","NIWO_008-M",6184913.11964756,0.64627270499289,0.877567248155674,128.25
"152","NIWO_041-M",6552527.69300448,0.64930011930692,0.874388242655472,165.666666666667
"153","NIWO_041-O",6306480.25292096,0.634659116208098,0.873417804377039,114
"154","NIWO_042-M",6543445.61073015,0.656858596443632,0.875597951187778,69
"155","NIWO_042-O",6603186.2744798,0.659821269764476,0.877075008782704,111.5
"156","NIWO_043-M",6780265.12810529,0.655642453756099,0.875551513463295,126
"157","NIWO_043-O",6330849.86142515,0.649882256826731,0.88002624467,173
"158","OAES_002-M",5180421.70642822,0.616575363462342,0.883110212996846,153.8
"159","OAES_003-M",5338404.35194034,0.631020378949692,0.883345445307807,135.4
"160","OAES_042-M",5247544.20482816,0.634874754659419,0.883684917708294,77.5
"161","OAES_043-M",5293978.74187752,0.626735376224936,0.885222278395708,97.6
"162","OAES_044-M",5384867.10729033,0.625222666697817,0.882738760433997,99.4
"163","OAES_045-M",5297173.33002124,0.615367165443634,0.882376313496597,129
"164","ONAQ_003-M",5477133.32281894,0.623160917841414,0.880247453207538,129.75
"165","ONAQ_004-M",5495509.64586967,0.635307639003188,0.882649568937373,133.8
"166","ONAQ_007-M",5454757.28614405,0.659271276004258,0.889214058125578,188
"167","ONAQ_008-M",5388753.39145057,0.632670431346112,0.883154249983856,298.5
"168","ONAQ_012-M",5178541.28321228,0.64420059908832,0.885556247284379,430
"169","ONAQ_017-M",5566975.38160261,0.645636350968702,0.884436607920501,418
"170","ONAQ_042-M",5743749.46232354,0.623810327996497,0.881028789911361,127.8
"171","ONAQ_043-M",5864350.57275441,0.628192022940042,0.878570274236125,160.5
"172","ONAQ_044-M",5701225.11671469,0.630895277414647,0.880656876528312,160
"173","ORNL_001-M",6364801.26880853,0.637755722945575,0.876091748115682,338
"174","ORNL_001-O",6697768.42019365,0.637066794293564,0.872588379728814,180.5
"175","ORNL_002-M",6437398.79337712,0.63783471469607,0.871730554340962,87
"176","ORNL_002-O",6738042.99694342,0.64461501324197,0.874337472775501,162.25
"177","ORNL_003-O",6262732.97018922,0.626741160713818,0.874871756385213,198.5
"178","ORNL_021-O",6175292.58849891,0.625943041076912,0.875825441086191,114
"179","ORNL_027-M",5848499.57805786,0.628849274570906,0.877388683292255,104
"180","ORNL_027-O",5864513.39816903,0.627637154777751,0.879805839436902,171
"181","ORNL_029-M",5375912.43259839,0.621210147265916,0.877744176308675,116
"182","ORNL_029-O",5296466.91163682,0.627031606936336,0.881140865522489,175.333333333333
"183","ORNL_043-O",6616888.20718182,0.638952160084768,0.875227704226368,186.75
"184","ORNL_046-M",6103693.34351831,0.633811668740094,0.875149072464358,113
"185","ORNL_046-O",6562912.3014015,0.638068884903099,0.876159970932971,233.25
"186","ORNL_049-M",6302621.46113677,0.628088436815087,0.874158776883543,89
"187","ORNL_049-O",5984844.99852228,0.636106984566346,0.878074360267659,197
"188","ORNL_053-M",6233091.84143904,0.634672773478674,0.874979906654021,89
"189","ORNL_053-O",6727118.89882941,0.646306137557257,0.876271999227524,171.666666666667
"190","OSBS_001-M",6410054.00873069,0.643079019394036,0.873475534376577,133
"191","OSBS_002-M",6360965.79975952,0.63541436708395,0.875886948793776,113.5
"192","OSBS_022-M",5780679.21791667,0.61425180591295,0.881014691874815,69
"193","OSBS_022-O",6620798.80525021,0.660359127005145,0.874996237835269,62.5
"194","OSBS_023-O",6328900.60944306,0.658386140053725,0.873405869270751,90.25
"195","OSBS_026-M",6403453.60783458,0.64521948688342,0.875801295438247,158.5
"196","OSBS_027-M",6145426.90330642,0.637536217855403,0.8748598755648,137
"197","OSBS_029-M",6194251.2134137,0.637037339626552,0.874485062184529,118.6
"198","RMNP_004-O",6162479.96756849,0.619448262785579,0.877171254064965,188
"199","RMNP_005-O",5963035.06610674,0.640505004873652,0.882777023799401,166
"200","RMNP_013-M",5930633.46197938,0.620676553723315,0.87905408785276,94
"201","SCBI_003-M",5386221.40762649,0.633700453102342,0.876880300531379,250
"202","SCBI_004-M",5386501.04739941,0.626480798800631,0.879689976890195,138.2
"203","SCBI_005-M",5248698.14548643,0.624845580047918,0.877154341461758,238.75
"204","SCBI_006-M",5303161.37130157,0.623687940360931,0.880612427244502,155.4
"205","SCBI_008-M",5103658.65730743,0.63776982217637,0.879126882587281,127
"206","SCBI_012-M",5294279.0217666,0.622478054285517,0.880547317612516,173.6
"207","SCBI_045-M",5359636.2999008,0.626949099026706,0.879395137203695,157.75
"208","SCBI_047-M",5003778.37521711,0.62651967389986,0.879752789352231,170.8
"209","SCBI_049-M",5638172.75961173,0.630467152899528,0.877310881773935,201
"210","SCBI_067-M",4716003.86471499,0.620909011504872,0.878577953066938,158.5
"211","SERC_001-M",6160815.08901412,0.640712466938405,0.876757185004662,193
"212","SERC_001-O",5874402.26262397,0.63129278730859,0.880171894487972,275.666666666667
"213","SERC_002-M",6332928.57798503,0.640563991332053,0.874194028434357,253.5
"214","SERC_002-O",5507388.25097527,0.618174760182308,0.87787284252293,183
"215","SERC_003-M",6122682.9806465,0.636950359270399,0.877099661503638,344.8
"216","SERC_004-M",6095368.26115665,0.636141250521854,0.876110230440996,171.5
"217","SERC_004-O",5940302.4449747,0.616379976784085,0.877211949740531,257
"218","SERC_005-M",5676705.99456706,0.605447645236983,0.876649157907304,244
"219","SERC_005-O",5559214.13070047,0.62821003265316,0.883165709661213,270
"220","SERC_007-M",5457036.88657162,0.616698008532979,0.877252086955985,277.75
"221","SERC_044-M",5711457.60157987,0.611060255154675,0.872125588642539,161.5
"222","SERC_044-O",5982661.17434051,0.635508877135619,0.87895350145819,725
"223","SERC_045-M",6512841.41287876,0.637209140325683,0.873317972279372,238.5
"224","SERC_047-M",6056086.19559662,0.628940583589358,0.873653143856684,135
"225","SERC_047-O",6445204.47944044,0.653494492079381,0.877353625466101,653
"226","SERC_049-M",6641561.07348469,0.632950909320998,0.872936065352267,190.75
"227","SERC_049-O",6590814.89187726,0.645829148653444,0.872921126986499,152
"228","SJER_001-M",5821526.16579451,0.628028533468078,0.878943282905575,162.333333333333
"229","SJER_001-O",5366021.6659436,0.636999173587019,0.886492422405126,275
"230","SJER_002-M",5917701.1886025,0.637824267850097,0.881494679333965,184.5
"231","SJER_003-M",5762484.42279659,0.618304017739089,0.876524090563612,147.4
"232","SJER_004-M",5777263.26777791,0.621869253473456,0.878157240248924,137.5
"233","SJER_005-M",5753523.45174939,0.632236217637946,0.883448546937889,189.2
"234","SJER_025-M",5783225.45516682,0.629934809815811,0.880744755891979,162.5
"235","SJER_045-M",5745181.60196954,0.63405976604282,0.88140886198164,203.2
"236","SJER_046-M",5783253.0346931,0.633336049749252,0.883466096792487,209.5
"237","SJER_047-M",5800474.73129208,0.628801244976831,0.879771917975703,173.5
"238","SJER_048-M",5859360.57275499,0.645541816000633,0.881548806769626,177.4
"239","SOAP_004-M",5830338.92941892,0.62668365873813,0.877985392879862,134.333333333333
"240","SOAP_031-M",6001112.3007054,0.636523247474494,0.875092185050071,158.333333333333
"241","SOAP_043-M",6063262.34753187,0.641919267089733,0.876219777820397,114.75
"242","SOAP_045-M",5903836.50009711,0.639979470943011,0.876705225894985,164
"243","SOAP_045-O",6048099.2194227,0.628060591639269,0.877995380933757,183
"244","SRER_002-M",5790151.07385771,0.628511937978806,0.879127967955786,135.5
"245","SRER_003-M",6309741.46788414,0.663109571713803,0.886555885841611,62.75
"246","SRER_004-M",5945374.07480123,0.632336771822152,0.880711104267272,73.6
"247","SRER_005-M",5586411.00889947,0.652919408612299,0.887725170892604,93.4
"248","SRER_043-M",5935710.17677683,0.628196047094777,0.879950693450934,42.8
"249","STEI_001-M",6086227.16039253,0.641685127666228,0.877062025937383,238.4
"250","STEI_003-M",5939481.60459811,0.637953855194262,0.877755740323789,231
"251","STEI_004-M",5766682.24364844,0.638786212894752,0.880090270052827,295.4
"252","STEI_008-M",6131987.40739766,0.639307401060703,0.875369725092722,176
"253","STEI_008-O",6501312.0908426,0.643353307547318,0.875082008404859,237
"254","STEI_053-M",6338199.86491,0.640924195088371,0.874241603985869,144.5
"255","STEI_059-M",6176398.44885125,0.62581697249371,0.874533879006519,210
"256","STEI_059-O",6539209.10003361,0.641095165026394,0.872322443714855,212
"257","STEI_060-M",6518225.70169538,0.634324306128001,0.870493290256749,145.5
"258","STEI_060-O",6548526.42126165,0.631074023473469,0.871326367376346,229.5
"259","STER_005-M",5607701.18553804,0.633471952319442,0.883215027886019,135
"260","STER_006-M",5639857.0642224,0.64558453524497,0.885034563768889,136.6
"261","STER_026-M",5463562.80145719,0.620081685313846,0.878743120480816,145.8
"262","STER_027-M",5582100.20469562,0.630411966865391,0.881929357115704,94.75
"263","STER_029-M",5668160.37710971,0.620798397998484,0.878908107121001,134.8
"264","STER_031-M",5681435.99212693,0.624677334400057,0.882320502808718,185.8
"265","TALL_001-M",6832472.69429175,0.636470329723891,0.870059319392588,105.5
"266","TALL_001-O",6115832.28963497,0.63307874655226,0.871934862377413,161.5
"267","TALL_002-M",6718680.18793195,0.634642603215778,0.873455986132828,108
"268","TALL_002-O",6734100.64922616,0.639811931809918,0.873317212445932,395.5
"269","TALL_003-M",5780971.70384383,0.629403665239067,0.8773630645194,156.2
"270","TALL_004-M",6428711.88626148,0.637251183680688,0.873566722486057,229.5
"271","TALL_006-M",6403831.15667543,0.630048158726306,0.873351271494436,203.2
"272","TALL_007-M",6364071.20198998,0.632635780713722,0.875297107638531,116.8
"273","TALL_044-M",6484994.6868355,0.634740561586917,0.872961665952483,108
"274","TALL_047-M",5994426.29879632,0.636911944413291,0.876860804142952,144.25
"275","TALL_051-M",6013089.62074201,0.629958111564218,0.87598278328181,112
"276","TALL_054-M",6485232.27042857,0.63532680574513,0.872421843525824,90.2
"277","TOOL_001-M",5382166.37236324,0.626301329801363,0.883101664414756,129
"278","TOOL_001-O",6373619.95997771,0.648610305764329,0.878684298678878,140
"279","TOOL_002-M",6021823.8083742,0.650029252133797,0.883819321288049,133
"280","TOOL_002-O",5390968.25446649,0.620960274128152,0.882968843920656,130
"281","TOOL_003-O",4333862.89410844,0.614835736603738,0.885729954310124,94.5
"282","TOOL_004-M",5073197.04870754,0.624117854327752,0.884206314907781,160.666666666667
"283","TOOL_006-M",5596245.74460417,0.619872768654535,0.879026315599442,148.5
"284","TOOL_006-O",5920115.87428829,0.629014085634978,0.87876636772635,209.333333333333
"285","TOOL_041-M",5568875.30231619,0.630059071707403,0.878128004872186,134
"286","TOOL_041-O",5688218.09555305,0.626915032665261,0.879899275247277,183.5
"287","TOOL_043-M",5342915.7911576,0.622369185453153,0.882773721131815,181
"288","TOOL_043-O",6226446.11707088,0.641706339855519,0.878822188192315,189
"289","TOOL_044-M",6184549.00189618,0.643154284584045,0.873448364895237,114
"290","TOOL_044-O",6083112.31020852,0.63562913062154,0.87653008379058,170
"291","TREE_001-M",6080090.796709,0.636051427604148,0.875748108705287,188.6
"292","TREE_002-O",5794133.97124851,0.624780691921228,0.871478602116111,95
"293","TREE_003-M",6109677.42441542,0.634872431380063,0.875742103813444,147
"294","TREE_003-O",6248982.80271586,0.645601235787989,0.877048262883997,146
"295","TREE_006-M",5889395.50969688,0.630286375382613,0.876702869718864,159.5
"296","TREE_050-M",6157503.66853581,0.634114958265021,0.876572485444981,160
"297","UKFS_001-M",5105880.93404919,0.62394666081337,0.880475452213423,122.6
"298","UKFS_002-M",5346863.11437017,0.611444676656811,0.876323238101611,154.6
"299","UKFS_003-M",5902724.43732492,0.63979372421324,0.879590314854131,167.8
"300","UKFS_004-M",5936817.39601791,0.632206638732671,0.880825466539823,147
"301","UKFS_005-M",4975172.57292708,0.589711120599486,0.873282641357932,141.5
"302","UKFS_009-M",6224517.68684264,0.658051345565692,0.879761977052741,88.75
"303","UKFS_031-M",5145081.20092762,0.603531220297325,0.875255987025192,156.6
"304","UKFS_032-M",5094052.42648509,0.620042247754319,0.881000152561643,193.5
"305","UKFS_043-M",5469118.38200533,0.617123152971988,0.877988241097606,122.8
"306","UKFS_044-M",5615647.02114186,0.627881570813319,0.876124323880939,108.8
"307","UNDE_001-M",6359833.12504817,0.63351890492629,0.876631806730837,154
"308","UNDE_001-O",6536247.65305485,0.651175117336774,0.872149271050521,129
"309","UNDE_003-O",5230842.66178812,0.638364936224163,0.877864658371652,162.25
"310","UNDE_006-M",6070995.28095294,0.64262055391735,0.879157624150051,179.5
"311","UNDE_007-M",6165333.72266353,0.619108700464693,0.875472451027502,185
"312","UNDE_007-O",6752494.40492105,0.622569618304282,0.867468569804707,170
"313","UNDE_008-M",6158823.07792287,0.62708741680932,0.87643685930744,238.2
"314","UNDE_010-M",6232610.08395521,0.630691224904349,0.874580735875209,157.25
"315","UNDE_010-O",5559037.09357354,0.65640211474493,0.87169007695648,105
"316","UNDE_013-M",6130345.83982614,0.629155034238052,0.876407389862241,179.4
"317","UNDE_014-M",5958371.38861217,0.635643111669624,0.875272583657836,116.75
"318","UNDE_027-M",6285748.85283188,0.64207533103602,0.874739715167356,403
"319","UNDE_034-M",6402255.598412,0.633336488463884,0.874627055711618,254
"320","UNDE_034-O",5768227.28723274,0.619142066866918,0.885624332472707,294
"321","UNDE_035-M",6506132.32453526,0.652765570938773,0.875382018657872,316
"322","UNDE_035-O",6718791.00327902,0.641263174524011,0.87264308814296,299.5
"323","UNDE_037-M",6100727.37474042,0.629648177213834,0.874275415277861,117
"324","UNDE_037-O",5829045.22463758,0.655235278534006,0.870960158449167,96
"325","UNDE_038-M",6524402.51661426,0.637731662511575,0.870583455891516,278
"326","UNDE_038-O",6325458.54141732,0.645583024183425,0.872794472994399,102.5
"327","UNDE_043-M",5839926.43365062,0.627112030833168,0.875623830639889,191.6
"328","UNDE_044-M",6078033.56960794,0.630143983053376,0.872639626814173,98.5
"329","WOOD_043-M",5022595.50296533,0.623319660582239,0.882962120728552,126.8
"330","WOOD_044-M",5547130.0990647,0.615555926902998,0.87822439343171,107.5
"331","WOOD_045-M",5185972.86139921,0.622378938463992,0.881659958135508,152.5
"332","WOOD_045-O",4076238.98947645,0.570814933458652,0.884996675239975,137
"333","WREF_007-M",6355527.03949261,0.626981811130392,0.871771991641477,127
"334","WREF_007-O",6678100.51855219,0.638452250519499,0.869710974066039,155
"335","WREF_008-M",6199541.81110346,0.622527425716407,0.871274859768152,130.75
"336","WREF_072-M",6359649.77223938,0.631092794553188,0.871997868106304,131.5
"337","WREF_072-O",6662139.92424979,0.643257817495006,0.87137857081277,143.5
"338","YELL_001-M",5793863.93512006,0.621349297876754,0.875944072631345,151.5
