"","soilID","domainID","plotID","collectDate","mean_cn","mean_OrgC","mean_Org13C","mean_15n","mean_N"
"385","NIWO_003-M","D13","NIWO_003",2019-07-31,12.0333333333333,9.13666666666667,-24.6333333333333,4.2,0.76
"386","NIWO_003-O","D13","NIWO_003",2015-07-28,13.6333333333333,8.26666666666667,-24.7666666666667,3.6,0.583333333333333
"387","NIWO_004-M","D13","NIWO_004",2015-07-29,24.4,4.18,-25.1,0.233333333333333,0.173333333333333
"388","NIWO_004-M","D13","NIWO_004",2019-07-31,24.9666666666667,3.71,-24.8666666666667,2.46666666666667,0.15
"389","NIWO_004-O","D13","NIWO_004",2015-07-29,26.6,24.815,-25.45,-1.3,0.93
"390","NIWO_004-O","D13","NIWO_004",2019-07-31,27.6,42.6033333333333,-26.1,-1.9,1.54333333333333
"391","NIWO_005-M","D13","NIWO_005",2019-07-31,24.4666666666667,2.73333333333333,-25.5333333333333,2.93333333333333,0.11
"392","NIWO_005-O","D13","NIWO_005",2019-07-31,28.7,46.5,-26.3,-2.1,1.62
"393","NIWO_006-M","D13","NIWO_006",2019-07-31,12.225,10.1775,-25.15,3.8,0.8425
"394","NIWO_006-O","D13","NIWO_006",2015-07-28,12.1666666666667,16.07,-24.4333333333333,3.53333333333333,1.35
"395","NIWO_008-M","D13","NIWO_008",2015-07-28,14.2,5.18,-25.3,2.8,0.36
"396","NIWO_008-O","D13","NIWO_008",2015-07-28,13.7,12.37,-24.6333333333333,3.76666666666667,0.91
"397","NIWO_040-M","D13","NIWO_040",2015-07-29,24.1,5.94333333333333,-24.2,2.7,0.233333333333333
"398","NIWO_040-M","D13","NIWO_040",2019-08-07,19.5,3.49666666666667,-24.4333333333333,4.2,0.173333333333333
"399","NIWO_040-O","D13","NIWO_040",2015-07-29,22.975,26.125,-24.775,-0.175,1.1575
"400","NIWO_040-O","D13","NIWO_040",2019-08-07,23.4,35.49,-25.6,-1.43333333333333,1.50666666666667
"401","NIWO_041-M","D13","NIWO_041",2015-07-27,15.4333333333333,6.8,-24.7666666666667,4.9,0.443333333333333
"402","NIWO_041-M","D13","NIWO_041",2019-08-05,13.0666666666667,4.12333333333333,-24.8666666666667,6.03333333333333,0.323333333333333
"403","NIWO_041-O","D13","NIWO_041",2015-07-27,16.7,21.04,-25.8666666666667,1.26666666666667,1.25
"404","NIWO_042-M","D13","NIWO_042",2015-07-29,13,5.48,-29.8,5.6,0.405
"405","NIWO_042-M","D13","NIWO_042",2019-08-05,13.8333333333333,8.30333333333333,-25.6333333333333,3.9,0.6
"406","NIWO_042-O","D13","NIWO_042",2015-07-29,13.7,7.11,-25.3,2.2,0.52
"407","NIWO_043-M","D13","NIWO_043",2019-08-05,12,9.17,-24.5666666666667,6.4,0.763333333333333
"408","NIWO_043-O","D13","NIWO_043",2015-07-27,12.6,11.61,-24.5,5.53333333333333,0.92
"409","OAES_001-M","D11","OAES_001",2015-07-28,NA,0.775,-17.025,2.775,0.1
"410","OAES_001-M","D11","OAES_001",2018-05-29,NA,1.16,-18.7,2.43333333333333,0.13
"411","OAES_002-M","D11","OAES_002",2015-07-28,NA,1.20333333333333,-17.7666666666667,3.1,0.163333333333333
"412","OAES_002-M","D11","OAES_002",2018-05-30,NA,1.30666666666667,-16.6,3.33333333333333,0.176666666666667
"413","OAES_003-M","D11","OAES_003",2015-07-28,NA,1.13333333333333,-18.8666666666667,2.76666666666667,0.176666666666667
"414","OAES_003-M","D11","OAES_003",2018-05-29,NA,1.05333333333333,-17.2666666666667,2.76666666666667,0.18
"415","OAES_004-M","D11","OAES_004",2015-07-27,NA,0.95,-17.9666666666667,2.26666666666667,0.16
"416","OAES_004-M","D11","OAES_004",2018-05-29,NA,1.11,-18.4,2.75,0.17
"417","OAES_007-M","D11","OAES_007",2015-07-28,NA,0.573333333333333,-21.6,1.06666666666667,0.0933333333333333
"418","OAES_007-M","D11","OAES_007",2018-05-30,NA,0.653333333333333,-18.9666666666667,2.03333333333333,0.09
"419","OAES_009-M","D11","OAES_009",2015-07-29,NA,1.05333333333333,-18.0333333333333,0.733333333333333,0.126666666666667
"420","OAES_009-M","D11","OAES_009",2018-05-30,NA,0.79,-18.7,1.13333333333333,0.1
"421","OAES_042-M","D11","OAES_042",2018-05-29,NA,1.32,-18.2333333333333,3.43333333333333,0.176666666666667
"422","OAES_043-M","D11","OAES_043",2018-05-30,NA,0.95,-17.7666666666667,3.3,0.153333333333333
"423","OAES_044-M","D11","OAES_044",2018-05-30,NA,1.225,-17.325,3.925,0.1525
"424","OAES_045-M","D11","OAES_045",2018-05-30,NA,1.18,-17.0666666666667,3.9,0.163333333333333
"425","ONAQ_002-M","D15","ONAQ_002",2014-08-11,NA,1.34,-24.1,7.9,0.07
"426","ONAQ_002-M","D15","ONAQ_002",2016-07-29,NA,0.76,-23.4,7.46666666666667,0.0766666666666667
"427","ONAQ_003-M","D15","ONAQ_003",2014-08-12,NA,2.425,-24.3,6.95,0.15
"428","ONAQ_003-M","D15","ONAQ_003",2016-07-25,NA,1.14333333333333,-22.1333333333333,7.26666666666667,0.11
"429","ONAQ_004-M","D15","ONAQ_004",2014-08-11,NA,0.78,-22.6,8.1,0.09
"430","ONAQ_004-M","D15","ONAQ_004",2016-07-27,NA,1.05333333333333,-20.6333333333333,8.1,0.113333333333333
"431","ONAQ_005-M","D15","ONAQ_005",2014-08-12,NA,1.71,-22.7,9.7,0.09
"432","ONAQ_005-M","D15","ONAQ_005",2016-07-26,NA,0.965,-21.75,8.125,0.0825
"433","ONAQ_006-M","D15","ONAQ_006",2014-08-14,NA,5.39,-24.3,3.9,0.28
"434","ONAQ_007-M","D15","ONAQ_007",2014-08-11,NA,2.01,-24.3,7.3,0.12
"435","ONAQ_008-M","D15","ONAQ_008",2014-08-12,NA,4.68,-24.3,4.4,0.19
"436","ONAQ_008-M","D15","ONAQ_008",2016-07-30,NA,2.93333333333333,-24.2333333333333,4.26666666666667,0.183333333333333
"437","ONAQ_009-M","D15","ONAQ_009",2014-08-12,NA,1.95,-21.5,10.2,0.1
"438","ONAQ_010-M","D15","ONAQ_010",2014-08-11,NA,2.81,-24.4,4.2,0.15
"439","ONAQ_010-M","D15","ONAQ_010",2016-07-29,NA,3.11333333333333,-23.7333333333333,3.56666666666667,0.26
"440","ONAQ_017-M","D15","ONAQ_017",2014-08-13,NA,5.71,-24.8,2.3,0.25
"441","ONAQ_041-M","D15","ONAQ_041",2014-08-13,NA,1.3,-23.9,8.9,0.07
"442","ONAQ_041-M","D15","ONAQ_041",2016-07-29,NA,0.3975,-21.925,9.075,0.07
"443","ONAQ_042-M","D15","ONAQ_042",2014-08-14,NA,1.11,-24.6,8.2,0.08
"444","ONAQ_042-M","D15","ONAQ_042",2016-07-27,NA,0.523333333333333,-22.2666666666667,8.66666666666667,0.0733333333333333
"445","ONAQ_043-M","D15","ONAQ_043",2014-08-13,NA,1.07,-23.4,8.7,0.06
"446","ONAQ_043-M","D15","ONAQ_043",2016-07-27,NA,0.446666666666667,-21.8,8.36666666666667,0.0766666666666667
"447","ONAQ_044-M","D15","ONAQ_044",2014-08-13,NA,1.05,-23.3,10.4,0.06
"448","ONAQ_044-M","D15","ONAQ_044",2016-07-27,NA,0.343333333333333,-21.9,9.83333333333333,0.0566666666666667
"449","ORNL_001-M","D07","ORNL_001",2014-07-15,13.5,1.81,-27.4,3.2,0.13
"450","ORNL_001-M","D07","ORNL_001",2017-06-19,21.6666666666667,1.91666666666667,-26.9333333333333,2.7,0.0866666666666667
"451","ORNL_001-O","D07","ORNL_001",2014-07-15,16.1,3.49,-28.2,1.3,0.22
"452","ORNL_001-O","D07","ORNL_001",2015-08-12,19.375,6.8425,-28.175,-1.075,0.3525
"453","ORNL_001-O","D07","ORNL_001",2017-06-19,28.2333333333333,19.1,-28.1,-0.366666666666667,0.606666666666667
"454","ORNL_002-M","D07","ORNL_002",2017-06-19,15.65,0.965,-27.05,4.3,0.06
"455","ORNL_002-O","D07","ORNL_002",2014-07-14,18.1,3.99,-27.9,1.3,0.22
"456","ORNL_002-O","D07","ORNL_002",2015-08-13,21.0333333333333,9.77333333333333,-27.8666666666667,-0.6,0.463333333333333
"457","ORNL_002-O","D07","ORNL_002",2017-06-19,19,6.69666666666667,-28.0333333333333,0.366666666666667,0.326666666666667
"458","ORNL_003-M","D07","ORNL_003",2014-07-14,11.5,0.65,-26.2,6.1,0.06
"459","ORNL_003-M","D07","ORNL_003",2017-06-19,12.9333333333333,1.29,-26.4333333333333,4.63333333333333,0.1
"460","ORNL_003-O","D07","ORNL_003",2014-07-14,19.5,3.96,-28.1,1.9,0.2
"461","ORNL_003-O","D07","ORNL_003",2017-06-19,14.8,4.46333333333333,-27.4,1.23333333333333,0.303333333333333
"462","ORNL_021-M","D07","ORNL_021",2014-07-14,9.9,1.22,-24.6,4.3,0.12
"463","ORNL_021-M","D07","ORNL_021",2017-06-19,9.03333333333333,0.74,-24.5,4.73333333333333,0.08
"464","ORNL_021-O","D07","ORNL_021",2014-07-14,11.2,4.79,-28.3,0.8,0.43
"465","ORNL_021-O","D07","ORNL_021",2015-08-13,12.7,5.41,-28,0.3,0.43
"466","ORNL_021-O","D07","ORNL_021",2015-08-14,12.2,2.43,-27.75,0.3,0.215
"467","ORNL_021-O","D07","ORNL_021",2017-06-19,11.6333333333333,5.02333333333333,-27.9,0.633333333333333,0.43
"468","ORNL_027-M","D07","ORNL_027",2014-07-15,12.7,1.29,-25.7,3.6,0.1
"469","ORNL_027-M","D07","ORNL_027",2017-06-21,11.4666666666667,1.03666666666667,-25.5,4.36666666666667,0.09
"470","ORNL_027-O","D07","ORNL_027",2014-07-15,14.1,4.26,-27.1,0.7,0.3
"471","ORNL_027-O","D07","ORNL_027",2015-08-12,18.5,7.25,-27.4666666666667,-0.6,0.4
"472","ORNL_027-O","D07","ORNL_027",2017-06-21,15.25,4.265,-27.475,0.35,0.275
"473","ORNL_029-M","D07","ORNL_029",2014-07-14,12.7,3.14,-24.8,5.1,0.25
"474","ORNL_029-M","D07","ORNL_029",2017-06-21,12.3,1.94,-25.9666666666667,4.5,0.143333333333333
"475","ORNL_029-O","D07","ORNL_029",2014-07-14,14,6.01,-27,1.9,0.43
"476","ORNL_029-O","D07","ORNL_029",2017-06-21,17.1,5.54333333333333,-27.8666666666667,0.933333333333333,0.326666666666667
"477","ORNL_031-M","D07","ORNL_031",2014-07-14,9.5,1.09,-22.6,6.2,0.11
"478","ORNL_031-O","D07","ORNL_031",2014-07-14,10.2,3.39,-25.2,2.6,0.33
"479","ORNL_036-M","D07","ORNL_036",2014-07-15,20.2,2.08,-26.6,5.6,0.1
"480","ORNL_036-O","D07","ORNL_036",2014-07-15,20.8,13.9,-27,2.1,0.67
"481","ORNL_037-M","D07","ORNL_037",2014-07-15,23,1.87,-27,3.5,0.08
"482","ORNL_037-O","D07","ORNL_037",2014-07-15,23.3,8.05,-28.4,1.8,0.35
"483","ORNL_043-M","D07","ORNL_043",2014-07-15,21,0.79,-27.1,6.7,0.04
"484","ORNL_043-M","D07","ORNL_043",2017-06-21,20.275,0.98,-27.4,7.15,0.05
"485","ORNL_043-O","D07","ORNL_043",2014-07-15,22.1,8.66,-27.95,1.45,0.395
"486","ORNL_043-O","D07","ORNL_043",2015-08-13,23.9333333333333,18.46,-27.7333333333333,0.333333333333333,0.783333333333333
"487","ORNL_043-O","D07","ORNL_043",2017-06-21,25.4666666666667,10.3066666666667,-28.4333333333333,2.03333333333333,0.403333333333333
"488","ORNL_046-M","D07","ORNL_046",2015-08-14,19.2666666666667,1.81666666666667,-27.4,3.86666666666667,0.0966666666666667
"489","ORNL_046-M","D07","ORNL_046",2017-06-21,19.0333333333333,1.65333333333333,-27.2666666666667,4.76666666666667,0.0866666666666667
"490","ORNL_046-O","D07","ORNL_046",2015-08-14,19.2666666666667,14.6966666666667,-27.7333333333333,-1.85037170770859e-17,0.746666666666667
"491","ORNL_046-O","D07","ORNL_046",2017-06-21,19.9666666666667,9.2,-27.9333333333333,1.2,0.456666666666667
"492","ORNL_049-M","D07","ORNL_049",2015-08-14,16.7,1.45666666666667,-26.4333333333333,3.93333333333333,0.0866666666666667
"493","ORNL_049-M","D07","ORNL_049",2017-06-21,14.4666666666667,1.29333333333333,-26.6,4.63333333333333,0.0933333333333333
"494","ORNL_049-O","D07","ORNL_049",2015-08-14,20.525,11.05,-27.825,-0.3,0.5075
"495","ORNL_049-O","D07","ORNL_049",2017-06-21,18.7,7.32333333333333,-27.6666666666667,0.566666666666667,0.393333333333333
"496","ORNL_053-M","D07","ORNL_053",2015-08-14,19.075,1.48,-27.15,4.725,0.08
"497","ORNL_053-M","D07","ORNL_053",2017-06-21,16.5,1.26666666666667,-26.6333333333333,5.86666666666667,0.08
"498","ORNL_053-O","D07","ORNL_053",2015-08-14,19.7,8.25666666666667,-28.3333333333333,-0.133333333333333,0.416666666666667
"499","ORNL_053-O","D07","ORNL_053",2017-06-21,17.85,5.9025,-28,1.425,0.33
"500","OSBS_001-M","D03","OSBS_001",2014-08-18,24.6666666666667,1.15,-27.6666666666667,1.16666666666667,0.0466666666666667
"501","OSBS_002-M","D03","OSBS_002",2014-08-18,32.2333333333333,0.75,-26,3.4,0.0233333333333333
"502","OSBS_003-M","D03","OSBS_003",2014-08-18,29.6,1.10666666666667,-26.1333333333333,4.3,0.0333333333333333
"503","OSBS_004-M","D03","OSBS_004",2014-06-11,28,0.48,-26.1,3.4,0.02
"504","OSBS_004-M","D03","OSBS_004",2014-08-13,49.7,2.28,-25.8,-11.1,0.05
"505","OSBS_004-M","D03","OSBS_004",2014-08-18,39.7,1.56,-25.1,-0.5,0.04
"506","OSBS_005-M","D03","OSBS_005",2014-06-11,13.8,6.09,-26.8,0.7,0.44
"507","OSBS_005-M","D03","OSBS_005",2014-07-01,13.2,3.41,-25.9,0.1,0.26
"508","OSBS_005-M","D03","OSBS_005",2014-08-18,10,32.05,-28.6,0.5,3.19
"509","OSBS_022-M","D03","OSBS_022",2014-07-01,17.9,47.37,-26.7,1.35,2.65
"510","OSBS_022-M","D03","OSBS_022",2014-08-18,17.1,23.315,-26.5,1.6,1.35
"511","OSBS_025-M","D03","OSBS_025",2014-06-11,24.7,0.58,-24.7,3.1,0.025
"512","OSBS_025-M","D03","OSBS_025",2014-08-18,25.25,0.47,-23.3,4,0.02
"513","OSBS_026-M","D03","OSBS_026",2014-07-01,28.7,0.45,-25.5,3.9,0.02
"514","OSBS_026-M","D03","OSBS_026",2014-07-10,36.9,0.7,-26.6,3.3,0.02
"515","OSBS_026-M","D03","OSBS_026",2014-08-05,54.8,1.12,-25.1,2,0.02
"516","OSBS_027-M","D03","OSBS_027",2014-05-21,47.3,2.96,-25.9,-3.7,0.06
"517","OSBS_027-M","D03","OSBS_027",2014-08-05,26.8,0.6,-26.5,2.3,0.02
"518","OSBS_027-M","D03","OSBS_027",2014-08-18,36.1,3.51,-26.8,-6,0.1
"519","PUUM_004-M","D20","PUUM_004",2019-01-09,NA,13.87,-26.6,0.25,0.865
"520","PUUM_004-M","D20","PUUM_004",2019-01-10,NA,11.23,-26.95,-0.45,0.615
"521","PUUM_006-M","D20","PUUM_006",2019-01-07,NA,28.31,-27,-1.3,1.31
"522","PUUM_006-M","D20","PUUM_006",2019-01-08,NA,23.78,-26.6,0.25,1.515
"523","PUUM_006-O","D20","PUUM_006",2019-01-07,NA,38.725,-27.9,-3.3,1.475
"524","PUUM_006-O","D20","PUUM_006",2019-01-08,NA,35.87,-27.4,-2.7,1.85
"525","PUUM_007-M","D20","PUUM_007",2019-01-09,NA,11.9633333333333,-27.1666666666667,0.1,0.82
"526","PUUM_007-O","D20","PUUM_007",2019-01-09,NA,27.5433333333333,-28.5333333333333,-2.3,1.26
"527","PUUM_010-M","D20","PUUM_010",2019-01-09,NA,21.5266666666667,-27.2666666666667,-0.566666666666667,1.08
"528","PUUM_010-O","D20","PUUM_010",2019-01-09,NA,23.2366666666667,-27.6666666666667,-1.06666666666667,1.10333333333333
"529","PUUM_014-O","D20","PUUM_014",2019-01-07,NA,29.93,-27.525,-0.475,1.6325
"530","PUUM_015-M","D20","PUUM_015",2019-01-10,NA,13.0566666666667,-26.4666666666667,-0.0333333333333333,0.673333333333333
"531","PUUM_015-O","D20","PUUM_015",2019-01-10,NA,32.35,-27.5,-3.03333333333333,1.41666666666667
"532","PUUM_031-M","D20","PUUM_031",2019-01-04,NA,42.5,-26.25,0.925,2.3725
"533","PUUM_032-O","D20","PUUM_032",2019-01-09,NA,36.4233333333333,-27.6,-1.73333333333333,1.26
"534","PUUM_034-O","D20","PUUM_034",2019-01-04,NA,49.25,-27.0333333333333,-1.03333333333333,2.33666666666667
"535","PUUM_036-O","D20","PUUM_036",2019-01-04,NA,30.8733333333333,-27.5,-0.633333333333333,1.84666666666667
"536","SCBI_002-M","D02","SCBI_002",2014-08-25,12.6666666666667,4.94333333333333,-26.2666666666667,3.63333333333333,0.396666666666667
"537","SCBI_003-M","D02","SCBI_003",2014-08-26,13.7,3.98,-26.2,3.7,0.29
"538","SCBI_003-M","D02","SCBI_003",2014-08-27,13.8,6.435,-25.9,3.25,0.46
"539","SCBI_003-M","D02","SCBI_003",2017-07-17,13.7,5.7175,-25.95,3.425,0.4175
"540","SCBI_004-M","D02","SCBI_004",2014-08-25,11.9333333333333,2.12,-26.5333333333333,3.43333333333333,0.176666666666667
"541","SCBI_004-M","D02","SCBI_004",2017-07-17,11.3,1.94666666666667,-26.3,3.7,0.173333333333333
"542","SCBI_005-M","D02","SCBI_005",2014-08-26,11.3666666666667,1.88,-25.4333333333333,5.73333333333333,0.163333333333333
"543","SCBI_005-M","D02","SCBI_005",2017-07-19,11.2333333333333,2.43,-25.3666666666667,4.5,0.216666666666667
"544","SCBI_006-M","D02","SCBI_006",2014-08-26,10.2,1.985,-26.6,4.95,0.195
"545","SCBI_006-M","D02","SCBI_006",2014-08-27,10.4,1.25,-26,4.9,0.12
"546","SCBI_006-M","D02","SCBI_006",2017-07-17,10.8333333333333,1.89,-26.4333333333333,5.23333333333333,0.173333333333333
"547","SCBI_008-M","D02","SCBI_008",2016-08-05,12.225,1.7425,-26.55,4.075,0.1425
"548","SCBI_008-M","D02","SCBI_008",2017-07-18,11.9333333333333,2.04,-26.5666666666667,3.66666666666667,0.17
"549","SCBI_012-M","D02","SCBI_012",2014-08-25,10.1666666666667,1.43,-26.3333333333333,3.63333333333333,0.14
"550","SCBI_012-M","D02","SCBI_012",2017-07-19,10.1,2.02333333333333,-26.3333333333333,3.4,0.203333333333333
"551","SCBI_033-M","D02","SCBI_033",2014-08-26,10.5333333333333,2.21666666666667,-26.5,6.03333333333333,0.21
"552","SCBI_045-M","D02","SCBI_045",2014-08-25,11.6333333333333,2.11666666666667,-26.1666666666667,3.6,0.183333333333333
"553","SCBI_045-M","D02","SCBI_045",2017-07-17,12.0666666666667,2.59333333333333,-26.5333333333333,2.96666666666667,0.216666666666667
"554","SCBI_046-M","D02","SCBI_046",2014-08-25,13.1666666666667,1.79666666666667,-26.2333333333333,3.86666666666667,0.136666666666667
"555","SCBI_047-M","D02","SCBI_047",2015-08-04,11.7,2.69,-26.8,3.45,0.2275
"556","SCBI_047-M","D02","SCBI_047",2017-07-19,12.075,2.66,-26.6,3.45,0.22
"557","SCBI_049-M","D02","SCBI_049",2015-08-03,13.2333333333333,5.45666666666667,-26.7666666666667,2.46666666666667,0.406666666666667
"558","SCBI_049-M","D02","SCBI_049",2017-07-19,12.9333333333333,2.42,-26.4666666666667,4.2,0.2
"559","SCBI_067-M","D02","SCBI_067",2014-08-27,11.7,2.60666666666667,-26.6333333333333,3.53333333333333,0.22
"560","SCBI_067-M","D02","SCBI_067",2017-07-19,11.2666666666667,3.37666666666667,-26.4666666666667,3.83333333333333,0.293333333333333
"561","SERC_001-M","D02","SERC_001",2017-07-10,11.2,1.8075,-25.775,3.225,0.16
"562","SERC_002-M","D02","SERC_002",2017-07-12,15.0666666666667,2.06666666666667,-26.8,3.36666666666667,0.14
"563","SERC_003-M","D02","SERC_003",2017-07-11,11.9666666666667,1.20666666666667,-26.7,1.7,0.103333333333333
"564","SERC_004-M","D02","SERC_004",2017-07-10,11.6333333333333,1.62,-26.7,2.73333333333333,0.136666666666667
"565","SERC_005-M","D02","SERC_005",2017-07-11,12.1,2.39,-26.2666666666667,3.73333333333333,0.19
"566","SERC_007-M","D02","SERC_007",2017-07-10,8.76666666666667,0.88,-24.5333333333333,6.53333333333333,0.103333333333333
"567","SERC_044-M","D02","SERC_044",2017-07-11,10.3,1.28,-26.4,5.13333333333333,0.123333333333333
"568","SERC_045-M","D02","SERC_045",2017-07-11,14.4,2.18,-27.35,2.35,0.1425
"569","SERC_047-M","D02","SERC_047",2017-07-11,14.1333333333333,1.69333333333333,-26.9,3.4,0.12
"570","SERC_049-M","D02","SERC_049",2017-07-11,13.3666666666667,1.44666666666667,-26.4,3.26666666666667,0.106666666666667
"571","SJER_001-M","D17","SJER_001",2019-03-13,10,0.763333333333333,-27.7,3.16666666666667,0.0733333333333333
"572","SJER_002-M","D17","SJER_002",2019-03-12,11.7,0.626666666666667,-27.1,2.13333333333333,0.0566666666666667
"573","SJER_003-M","D17","SJER_003",2019-03-11,11.1333333333333,0.553333333333333,-27.0333333333333,3.5,0.05
"574","SJER_004-M","D17","SJER_004",2019-03-12,14.3,1.4375,-26.475,2.6,0.1025
"575","SJER_005-M","D17","SJER_005",2019-03-12,10.9333333333333,0.75,-27.2666666666667,2.4,0.07
"576","SJER_025-M","D17","SJER_025",2019-03-13,12.8,1.06,-27.4333333333333,2.2,0.0833333333333333
"577","SJER_045-M","D17","SJER_045",2019-03-11,12.0333333333333,1.56333333333333,-27.7333333333333,1.73333333333333,0.126666666666667
"578","SJER_046-M","D17","SJER_046",2019-03-11,13.4,2.12666666666667,-27.2,1.33333333333333,0.16
"579","SJER_047-M","D17","SJER_047",2019-03-13,12.6,0.92,-27.525,1.8,0.0725
"580","SJER_048-M","D17","SJER_048",2019-03-13,11.2333333333333,0.856666666666667,-27.1,3.23333333333333,0.0766666666666667
"581","SOAP_001-M","D17","SOAP_001",2018-05-29,21.8333333333333,3.56,-26.1666666666667,1.73333333333333,0.166666666666667
"582","SOAP_002-M","D17","SOAP_002",2018-05-31,20.6333333333333,3.86333333333333,-26.1333333333333,-0.0666666666666667,0.186666666666667
"583","SOAP_003-M","D17","SOAP_003",2018-05-31,21.6,1.9525,-26.4,1.375,0.0925
"584","SOAP_004-M","D17","SOAP_004",2018-05-30,21.1,3.83,-25.95,2.35,0.185
"585","SOAP_004-O","D17","SOAP_004",2018-05-30,27.7,6.64,-26,0.4,0.24
"586","SOAP_005-M","D17","SOAP_005",2018-05-29,21.1,2.98,-25.6,1.8,0.14
"587","SOAP_005-M","D17","SOAP_005",2018-05-30,24.05,3.18,-25.7,2.1,0.135
"588","SOAP_031-M","D17","SOAP_031",2018-05-31,22.1,2.26333333333333,-25.9333333333333,1.43333333333333,0.103333333333333
"589","SOAP_043-M","D17","SOAP_043",2018-05-31,21.3333333333333,1.89333333333333,-25.8666666666667,1.36666666666667,0.09
"590","SOAP_044-M","D17","SOAP_044",2018-05-30,22.425,3.905,-25.375,1.9,0.1725
"591","SOAP_045-M","D17","SOAP_045",2018-05-30,21.9,4.39333333333333,-25.6666666666667,1,0.203333333333333
"592","SRER_001-M","D14","SRER_001",2016-07-21,NA,0.74,-18.75,5.85,0.08
"593","SRER_002-M","D14","SRER_002",2016-07-21,NA,0.29,-18,6.86666666666667,0.0333333333333333
